wordId:ID,word:String,num:INT,:LABEL
388,红豆相思,5,SWORD
389,豆沙,290,SWORD
390,土司面包,22,SWORD
391,罗勒,48,SWORD
392,种子,3919,SWORD
393,胡子,945,SWORD
394,原因,37565,SWORD
395,烤鱼,460,SWORD
396,温度,3430,SWORD
397,时间,52304,SWORD
398,猴子,2688,SWORD
399,头像,42378,SWORD
400,简笔画,9359,SWORD
401,朋友圈,5557,SWORD
402,珍珠奶茶,95,SWORD
403,手扶拖拉机,72,SWORD
404,椰子树,78,SWORD
405,成人高考,1366,SWORD
406,心,7764,SWORD
407,奥尔良,109,SWORD
408,人工,3395,SWORD
409,起皱,36,SWORD
410,雅虎,101,SWORD
411,泉州,2313,SWORD
412,蛋黄,902,SWORD
413,朋友,9294,SWORD
414,钻石,5041,SWORD
415,耳机,7506,SWORD
416,盘锦,1006,SWORD
417,沈阳,13320,SWORD
418,旅顺,157,SWORD
419,公交,9483,SWORD
420,辽宁,5243,SWORD
421,阜新,575,SWORD
422,车牌,2916,SWORD
423,台安,34,SWORD
424,网游,9822,SWORD
425,辽中,38,SWORD
426,北镇,144,SWORD
427,燕窝,959,SWORD
428,霉菌性,937,SWORD
429,阴道炎,1679,SWORD
430,天佑,3740,SWORD
431,东北,5672,SWORD
432,项目,5903,SWORD
433,商场,1451,SWORD
434,规划,3147,SWORD
435,山海关,261,SWORD
436,赤峰,870,SWORD
437,通辽,539,SWORD
438,长沙,10936,SWORD
439,国脚,185,SWORD
440,张玉宁,263,SWORD
441,近况,2258,SWORD
442,乳膏,1092,SWORD
443,全球,3753,SWORD
444,雷克萨斯,1452,SWORD
445,立马,199,SWORD
446,手机号,5045,SWORD
447,排行榜,26951,SWORD
448,酒,6345,SWORD
449,校园,11951,SWORD
450,篮球风云,47,SWORD
451,海城,294,SWORD
452,沟帮子,64,SWORD
453,大石桥,174,SWORD
454,阿鲁科尔沁旗,8,SWORD
455,民意,35,SWORD
456,地铁,15254,SWORD
457,狮子山,458,SWORD
458,台风,6270,SWORD
459,路径,968,SWORD
460,苹果,52996,SWORD
461,合约,720,SWORD
462,套餐,5963,SWORD
463,开塞露,337,SWORD
464,盐水,979,SWORD
465,大庆,1378,SWORD
466,锦州,1790,SWORD
467,天山,757,SWORD
468,长生,720,SWORD
469,刘公岛,85,SWORD
470,凌志,189,SWORD
471,命运,3628,SWORD
472,手心,813,SWORD
473,胡,1103,SWORD
474,尔克,220,SWORD
475,法库,55,SWORD
476,哈尔滨,8278,SWORD
477,机,9345,SWORD
478,北,2493,SWORD
479,流浪,874,SWORD
480,海洋,2528,SWORD
481,望眼,32,SWORD
482,戒指,4040,SWORD
483,阴炎,865,SWORD
484,男,32215,SWORD
485,药,14575,SWORD
486,收费,5619,SWORD
487,背景,8443,SWORD
488,鞍山,1152,SWORD
489,资源,12962,SWORD
490,大学,51692,SWORD
491,教材,1861,SWORD
492,烟大,26,SWORD
493,海底隧道,67,SWORD
494,前台,426,SWORD
495,内线,75,SWORD
496,吉首,427,SWORD
497,机械,4687,SWORD
498,猎人,6574,SWORD
499,开鲁,23,SWORD
500,盐酸,2345,SWORD
501,皇族,457,SWORD
502,天赐,365,SWORD
503,万达,4688,SWORD
504,落户,675,SWORD
505,龙逆天,101,SWORD
506,飞机,11417,SWORD
507,续约,34,SWORD
508,狗狗,5545,SWORD
509,舶,10,SWORD
510,场景,636,SWORD
511,范例,118,SWORD
512,绘图,525,SWORD
513,枣,551,SWORD
514,酸奶,3923,SWORD
515,衣服,13923,SWORD
516,网站,13984,SWORD
517,动漫,31711,SWORD
518,卡通图片,1773,SWORD
519,瀑布,951,SWORD
520,单位,6071,SWORD
521,形声字,35,SWORD
522,公司简介,147,SWORD
523,儿童,12015,SWORD
524,舞蹈,8317,SWORD
525,拖把,188,SWORD
526,狗,12235,SWORD
527,榆,98,SWORD
528,组词,13878,SWORD
529,课外书,227,SWORD
530,读书,4841,SWORD
531,人物,10984,SWORD
532,面皮,163,SWORD
533,浴缸,193,SWORD
534,效果图,8081,SWORD
535,黄果树,298,SWORD
536,水泥,1127,SWORD
537,名言,5966,SWORD
538,祝福语,9639,SWORD
539,芭比,1809,SWORD
540,梦想,4506,SWORD
541,豪宅,1211,SWORD
542,英文,45837,SWORD
543,仓库,1336,SWORD
544,钢筋,1191,SWORD
545,句子,24719,SWORD
546,换牙,160,SWORD
547,祖国,1093,SWORD
548,贵州,4691,SWORD
549,打油诗,132,SWORD
550,虫儿,472,SWORD
551,飞,4815,SWORD
552,公主,18997,SWORD
553,生如夏,142,SWORD
554,卡通,5610,SWORD
555,风景,2832,SWORD
556,凌空,67,SWORD
557,近义词,7821,SWORD
558,夺门而出,5,SWORD
559,难题,197,SWORD
560,白毛,147,SWORD
561,教学,11964,SWORD
562,雨布,8,SWORD
563,古典,1056,SWORD
564,天秤座,2258,SWORD
565,野,845,SWORD
566,钱,101923,SWORD
567,骇,48,SWORD
568,热巴,3997,SWORD
569,後,99,SWORD
570,景色,893,SWORD
571,布偶,358,SWORD
572,猫,14289,SWORD
573,势,91,SWORD
574,拼音,17934,SWORD
575,宣传语,519,SWORD
576,泊船,168,SWORD
577,诗意,942,SWORD
578,直角三角形,433,SWORD
579,螺丝,982,SWORD
580,滩,216,SWORD
581,宛,51,SWORD
582,有益,230,SWORD
583,辩论,392,SWORD
584,游玩,723,SWORD
585,太原,6969,SWORD
586,书,10516,SWORD
587,秋思,867,SWORD
588,历史,9050,SWORD
589,名人,2508,SWORD
590,网名,19447,SWORD
591,毛,2320,SWORD
592,邪财,1,SWORD
593,犀牛,307,SWORD
594,潭,326,SWORD
595,骆驼,1752,SWORD
596,老师,19380,SWORD
597,洛,686,SWORD
598,钢铁,3878,SWORD
599,枣核,96,SWORD
600,深度,1176,SWORD
601,贼,996,SWORD
602,储存,769,SWORD
603,闸,160,SWORD
604,哲理,888,SWORD
605,球体,133,SWORD
606,卦,348,SWORD
607,峰会,10914,SWORD
608,军训,11101,SWORD
609,护士,2700,SWORD
610,十二月份,38,SWORD
611,约克夏,77,SWORD
612,威士忌,186,SWORD
613,泡泡,1157,SWORD
614,杰克,1761,SWORD
615,自语,6,SWORD
616,仄,119,SWORD
617,盒子,5946,SWORD
618,热,3762,SWORD
619,英文名,2752,SWORD
620,时候,45447,SWORD
621,医术,125,SWORD
622,数学家,163,SWORD
623,干槽症,37,SWORD
624,太太,1053,SWORD
625,叶,2477,SWORD
626,美国,18565,SWORD
627,眼皮,1085,SWORD
628,麦当劳,974,SWORD
629,麦,1302,SWORD
630,旋风,11898,SWORD
631,勺子,247,SWORD
632,吉林市,697,SWORD
633,制药,757,SWORD
634,股份,4030,SWORD
635,有限公司,26871,SWORD
636,胶囊,9445,SWORD
637,蛐蛐,425,SWORD
638,蜂蜜,4188,SWORD
639,纸,2905,SWORD
640,袋子,223,SWORD
641,意见,1156,SWORD
642,真假,4394,SWORD
643,东西,20030,SWORD
644,个人资料,26183,SWORD
645,游戏,60736,SWORD
646,口诀,2079,SWORD
647,三世,2920,SWORD
648,桃花,5277,SWORD
649,乔木,2100,SWORD
650,天堂,7106,SWORD
651,结局,15172,SWORD
652,电脑,49593,SWORD
653,关系,14697,SWORD
654,青云,12729,SWORD
655,志,10995,SWORD
656,医生,6952,SWORD
657,彬彬,1144,SWORD
658,下巴,2280,SWORD
659,星星,3767,SWORD
660,血凝,63,SWORD
661,杉杉,1487,SWORD
662,辣椒酱,468,SWORD
663,尿素,242,SWORD
664,车太贤,66,SWORD
665,红心,527,SWORD
666,火龙果,1586,SWORD
667,演员表,20472,SWORD
668,肯德基,3609,SWORD
669,智齿,1850,SWORD
670,爸爸,7705,SWORD
671,报价,15430,SWORD
672,抗生素,638,SWORD
673,电视台,1961,SWORD
674,红包,9867,SWORD
675,中国式,2085,SWORD
676,剧情,13506,SWORD
677,玻,1270,SWORD
678,尿酸,2181,SWORD
679,牛油果,809,SWORD
680,多长时间,10913,SWORD
681,股骨头,227,SWORD
682,瘊子,341,SWORD
683,酸奶机,125,SWORD
684,内胆,149,SWORD
685,材质,1465,SWORD
686,腰痛,585,SWORD
687,手机号码,3136,SWORD
688,麻药,361,SWORD
689,霓,329,SWORD
690,背影,3052,SWORD
691,朱自清,1079,SWORD
692,注意事项,6196,SWORD
693,猪,3849,SWORD
694,蹄子,51,SWORD
695,热量,2763,SWORD
696,盗墓,6421,SWORD
697,笔记,7485,SWORD
698,电影票房,242,SWORD
699,肉,7328,SWORD
700,拍子,57,SWORD
701,儿歌,3418,SWORD
702,钢琴曲,1516,SWORD
703,眼睫毛,177,SWORD
704,黄色,2342,SWORD
705,右眼,401,SWORD
706,眼屎,472,SWORD
707,小儿,2291,SWORD
708,剖腹产,3029,SWORD
709,刀口,409,SWORD
710,线头,102,SWORD
711,羊,2777,SWORD
712,属鸡,1151,SWORD
713,婴儿,9599,SWORD
714,玛丽,1526,SWORD
715,套装,4018,SWORD
716,芦花,541,SWORD
717,鸡,4913,SWORD
718,疾病,1697,SWORD
719,先天性,492,SWORD
720,心脏病,936,SWORD
721,模具厂,31,SWORD
722,梅毒,1968,SWORD
723,肠胃,1063,SWORD
724,脸红,437,SWORD
725,同房,5231,SWORD
726,湿疹,2940,SWORD
727,脚心,1295,SWORD
728,系列产品,21,SWORD
729,射手座,2020,SWORD
730,蛇,8414,SWORD
731,声音,14127,SWORD
732,产品,5150,SWORD
733,脂肪,1632,SWORD
734,一流,145,SWORD
735,走路,1753,SWORD
736,鼻梁,509,SWORD
737,横纹,146,SWORD
738,乳房,2939,SWORD
739,脑血管,251,SWORD
740,硬块,864,SWORD
741,唾液,154,SWORD
742,水,15287,SWORD
743,白羊座,2306,SWORD
744,美图,2372,SWORD
745,属猪,825,SWORD
746,属狗,772,SWORD
747,裂痕,144,SWORD
748,德国,4693,SWORD
749,鱼肝油,564,SWORD
750,头发,15903,SWORD
751,事,6339,SWORD
752,风,5366,SWORD
753,剖腹,82,SWORD
754,内膜,1768,SWORD
755,血管,1267,SWORD
756,灵芝,1674,SWORD
757,菌丝体,3,SWORD
758,乳透,6,SWORD
759,中文,7545,SWORD
760,关节痛,188,SWORD
761,舌苔,1084,SWORD
762,食品,3625,SWORD
763,甘蓝,326,SWORD
764,伤口,3635,SWORD
765,藻,50,SWORD
766,营养,2946,SWORD
767,粉,4954,SWORD
768,嗝,131,SWORD
769,拉肚子,5321,SWORD
770,葫芦丝,462,SWORD
771,肚脐,1621,SWORD
772,天蝎座,2785,SWORD
773,姻缘,780,SWORD
774,孢子粉,204,SWORD
775,胃,3651,SWORD
776,貔貅,846,SWORD
777,指南,1452,SWORD
778,贵阳,4392,SWORD
779,学,12293,SWORD
780,古琴,351,SWORD
781,洛基,174,SWORD
782,风速,165,SWORD
783,英美,269,SWORD
784,店主,147,SWORD
785,英国,4519,SWORD
786,牧羊犬,1245,SWORD
787,领养,486,SWORD
788,神探,1960,SWORD
789,贵妇,256,SWORD
790,守则,508,SWORD
791,方形,221,SWORD
792,三星,22304,SWORD
793,参数,4315,SWORD
794,开花,1142,SWORD
795,霸气,7575,SWORD
796,吃货,1065,SWORD
797,心脏,3866,SWORD
798,成都,17452,SWORD
799,雅安,299,SWORD
800,食物链,307,SWORD
801,国家,18805,SWORD
802,救助站,74,SWORD
803,斯塔克,45,SWORD
804,西子,281,SWORD
805,剑,10893,SWORD
806,大明宫,135,SWORD
807,牙釉质,41,SWORD
808,水务,191,SWORD
809,流浪狗,199,SWORD
810,古筝,1603,SWORD
811,动物,8640,SWORD
812,复仇者,1115,SWORD
813,阴阳师,3943,SWORD
814,变种,207,SWORD
815,坐飞机,1082,SWORD
816,心肌炎,250,SWORD
817,肌肉,3133,SWORD
818,腿,6691,SWORD
819,瘦成,75,SWORD
820,筷子,978,SWORD
821,索尔,122,SWORD
822,龙,9830,SWORD
823,生机,93,SWORD
824,流水,1086,SWORD
825,猫咪,2032,SWORD
826,夫人,4480,SWORD
827,福尔摩斯,554,SWORD
828,沙皮狗,159,SWORD
829,末世,8877,SWORD
830,占山为王,36,SWORD
831,片警,6,SWORD
832,幸福生活,1740,SWORD
833,保卫战,1886,SWORD
834,熊,3001,SWORD
835,孩子,21485,SWORD
836,娱乐圈,3402,SWORD
837,战警,965,SWORD
838,千秋,297,SWORD
839,朝歌,65,SWORD
840,德克士,301,SWORD
841,鸡肉,1223,SWORD
842,石斛,1383,SWORD
843,牙齿,5826,SWORD
844,哈罗德,30,SWORD
845,芬奇,15,SWORD
846,南京,16430,SWORD
847,万科,1546,SWORD
848,总经理,326,SWORD
849,手绘,4103,SWORD
850,地图,21241,SWORD
851,秋田,371,SWORD
852,犬,7204,SWORD
853,茶杯,816,SWORD
854,英雄,40490,SWORD
855,淋巴结炎,109,SWORD
856,水痘,695,SWORD
857,雾化,425,SWORD
858,金牌,3103,SWORD
859,编剧,287,SWORD
860,易学,261,SWORD
861,小狗,2214,SWORD
862,路,28066,SWORD
863,石羊,85,SWORD
864,起水泡,504,SWORD
865,修仙,4400,SWORD
866,壳,1710,SWORD
867,演技派,25,SWORD
868,牌楼,96,SWORD
869,双流,557,SWORD
870,机场,8404,SWORD
871,当家,1169,SWORD
872,昂,529,SWORD
873,笔顺,1355,SWORD
874,数学,13172,SWORD
875,口算,120,SWORD
876,牛,4784,SWORD
877,木机,18,SWORD
878,造句,4860,SWORD
879,保护装置,11,SWORD
880,龙岩,648,SWORD
881,公共资源,230,SWORD
882,交易中心,384,SWORD
883,吊车,353,SWORD
884,城堡,2516,SWORD
885,小手,389,SWORD
886,网络,16996,SWORD
887,幼儿园,14646,SWORD
888,图画,917,SWORD
889,陕西,6332,SWORD
890,水泡,2694,SWORD
891,孔雀舞,78,SWORD
892,量词,258,SWORD
893,口红,3773,SWORD
894,字母,3503,SWORD
895,作者,7880,SWORD
896,天都峰,119,SWORD
897,读音,16058,SWORD
898,峰顶,25,SWORD
899,蒲公英,1305,SWORD
900,灰,2781,SWORD
901,狼,6202,SWORD
902,绚丽多彩,63,SWORD
903,汽车,38845,SWORD
904,笑死人,444,SWORD
905,目的,1672,SWORD
906,泥土,279,SWORD
907,气,1705,SWORD
908,汽车吊,23,SWORD
909,锤,282,SWORD
910,安静,1034,SWORD
911,主题曲,5913,SWORD
912,搅拌车,175,SWORD
913,斗山,75,SWORD
914,挖掘机,1136,SWORD
915,绒,229,SWORD
916,小鸟,2319,SWORD
917,草地,419,SWORD
918,邵武市,21,SWORD
919,省,6565,SWORD
920,整理,685,SWORD
921,房间,2957,SWORD
922,歌曲,32563,SWORD
923,五星红旗,723,SWORD
924,福建省,893,SWORD
925,采购网,165,SWORD
926,乔布斯,387,SWORD
927,三位数,177,SWORD
928,长臂,23,SWORD
929,词,5403,SWORD
930,忠,141,SWORD
931,历险记,1467,SWORD
932,全集,48246,SWORD
933,工程车,102,SWORD
934,答案,26804,SWORD
935,寺,1287,SWORD
936,散步,388,SWORD
937,散会,4,SWORD
938,化妆,3553,SWORD
939,释义,175,SWORD
940,精灵,9796,SWORD
941,王座,2183,SWORD
942,镜子,814,SWORD
943,自卸车,246,SWORD
944,挖土,44,SWORD
945,压路机,68,SWORD
946,涂色,191,SWORD
947,画,11739,SWORD
948,熊出没,1996,SWORD
949,团团转,156,SWORD
950,挖土机,154,SWORD
951,动画片,5674,SWORD
952,水陆两用,12,SWORD
953,探险,515,SWORD
954,石,2875,SWORD
955,铁链,51,SWORD
956,龙岩市,71,SWORD
957,小学,15020,SWORD
958,广播体操,581,SWORD
959,七彩,859,SWORD
960,阳光,5144,SWORD
961,东,3000,SWORD
962,写字,885,SWORD
963,枝头,126,SWORD
964,拟人,464,SWORD
965,英文翻译,3616,SWORD
966,薄荷,1213,SWORD
967,籽,1701,SWORD
968,搜狐,1478,SWORD
969,唱的歌,1714,SWORD
970,触摸板,198,SWORD
971,图标,3594,SWORD
972,鲲,166,SWORD
973,原型,1412,SWORD
974,宋丹丹,1521,SWORD
975,光芒,433,SWORD
976,手机软件,1978,SWORD
977,徐,2314,SWORD
978,巡山,1059,SWORD
979,吉祥,1167,SWORD
980,龙凤,467,SWORD
981,烟,4899,SWORD
982,万宝路,611,SWORD
983,高潮,1345,SWORD
984,马桶,2062,SWORD
985,个人空间,2060,SWORD
986,笔记本,16227,SWORD
987,电源,2529,SWORD
988,一条龙,263,SWORD
989,肠胃炎,1223,SWORD
990,中年人,284,SWORD
991,夏,1624,SWORD
992,铁皮,1037,SWORD
993,任务,8758,SWORD
994,高清,12376,SWORD
995,版,56575,SWORD
996,原形,652,SWORD
997,充电器,2572,SWORD
998,红眼病,143,SWORD
999,触板,2,SWORD
1000,视角,533,SWORD
1001,作弊码,780,SWORD
1002,女王,3271,SWORD
1003,昆仑,1007,SWORD
1004,胎,1036,SWORD
1005,妖,6652,SWORD
1006,流程,7425,SWORD
1007,东关,184,SWORD
1008,流量,19027,SWORD
1009,龙凤呈祥,145,SWORD
1010,鞭炮,147,SWORD
1011,形态,734,SWORD
1012,头晕,3809,SWORD
1013,背光,181,SWORD
1014,键盘,5926,SWORD
1015,数码,850,SWORD
1016,大师,9257,SWORD
1017,咸鱼,753,SWORD
1018,网,59880,SWORD
1019,妇炎洁,298,SWORD
1020,查话费,506,SWORD
1021,技能,9003,SWORD
1022,防火墙,259,SWORD
